0x8D9b51d2feb201fCD39BE4fC905Ac7ad0d14A992,"2,436"
0x97ded97c7b5e84cb59dfb97be5e83f6c012f75ed,9
0x946f2Faa822b4e7C9eEeda101d46Bfaeb8132FD8,578
0x95a222fd7ff6765a1177ebb53266c9673fffced4,5
0x86a635eccefffa70ff8a6db29da9c8db288e40d0,105
0x88b57814ff75ecee6a79a0cdec8547834cdf0b92,31
0x90bbc6695c3a27df9b9b6860b7185d46929bd4ef,2
0x9a0b6b4fd86d62d8d74b28688a719e8439bb3313,23
0x9abd17d10889dc470f03698fc6ea1d2df52a6e1c,100
0x91df332d1920c056b90b3908ad4172bdc8084f30,3
0x7e03b8f86b9cfade0328a4a2c7588a659972129b,35
0x93cb475782e2adf8858fac7191f7515d3ee4aba1,2
0x948a45e21f436f55c6a6e3e479f1d453d392688b,7
0x74f373cfcf572b5b40d823243153f763a76810e7,4
0x8cb331d8f117a5c914fd0f2579321572a27bf191,"2,136"
0x8a3b7094e1d80c8366b4687cb85862311c931c52,6
0x7ee8477645d22f6006e01b576319d9a7cd98d4d1,3
0x92da30c9f8c72baa6e52aaf6f49feba55614998c,3
0x76e5cfba9633a467e77db2587a50c0bec4389ab9,3
0x961130af20f7d3666e8b9ede2c20018d7ef1565b,5
0x80283ce9f88585ed571d72aa105b8aa56da96821,2
0x7c07b7264f6273c916dc58efdf8832fe0dc232bf,2
0x928f7bcaa85ea0fd2bc1427460dbd7489d048a33,3
0x7b84aa023702fdba2818256193dbc72edee1d56c,604
0x88ae8a5ff8a5d34afcef4a08e1744519b077e402,61
0x80510e56e3f2ef63c07468be6cfb8ffe2468dcc8,"10,675"
0x76faf827b0e2e870c8c059e151e4c81cdf8f9873,20
0x96a68a724f1472475d0037202a516451052f26dc,7
0x80353044b382e8642a423069585ba13d98a42c59,"11,981"
0x83928d7a16e0cbdf77d555c405a3975d11dcf0fa,41
0x7bb7ad9e14442d4b26f7a44f59b8f8378fd66974,"1,477"
0x89020f0D5C5AF4f3407Eb5Fe185416c457B0e93e,"1,643"
0x910dfc18d6ea3d6a7124a6f8b5458f281060fa4c,"6,708"
0x7f188ae034f8cca9d5f6a03d35fa02302060df82,20
0x82b38a8d71b1054f60dccd563e17968b891ae52e,10
0x7963c8c3429b9e3ab655f13b7272106ab815787f,"4,513"
0x74d13225bc488397212e63dc38b497f6aa7a7a69,180
0x8489549e39cff637dbe5be19eaf389beb47225d3,16
0x88677b02331efef22ff94926691d829f68cf05fa,6
0x9b7Eb4bA9f5BeDb087f58f77b11b169C39BBf6EA,2
0x7521b44a153a5e64a1ee8644171b99b82d6f8bc1,4
0x82a7cc01c1758332b5b3688706fbfae205982c0e,531
0x9393fdc77090f31c7db989390d43f454b1a6e7f3,"3,678"
0x98ab4a70bf27afad6e0e88464cbffc524e7daf6b,2
0x966251ebf7121721e802c90bf4ffba6c5c36cd3c,2
0x954de93d9f1cd1e2e3ae5964f614cdcc821fac64,17
0x8ec6df60839978409e0887d36d3e368eb9591590,576
0x978d16a76942bdc93ad3c884ff82a574c1b0038c,41
0x9a35739753817d5d06e4752175aae17546b4256d,3
0x9b4dcce94969577e37d3ad1b35dd32f89ed2fe91,7
0x8f892899be0e197c99b1109ec4bde306e4981ef5,1
0x7e1a6c74b9a862002d5246215205ca062fbe0868,145
0x893ec66666e15f68ebf859744146e72aba071c4f,1
0x7a31101abcde53b0d9b3fc7a730bec0dc70b9bf3,9
0x76b9c7aa8077f787bf8235dff9f7fc0cb2b0e6f4,2
0x78886f538c0FAd33D777a325Ff2F9E54e4B70c67,4
0x7cef08c8324c74bb12c18b775034ced5186ed0df,8
0x945f171de4ea81a213dcc7a1e8c4f6feb3b4b806,"37,084"
0x74d09532a6d484489d80818b1a7b5a906e62f29f,11
0x911babbe0e88bb379b31c13033505e87266a4bfb,5
0x7e0949df59f3e71b22c409a97887adf970fc011b,2
