add,tr
0x048fe49be32adfc9ed68c37d32b5ec9df17b3603,"44,086"
0x23684d7c10a772d1fecd828814dd250473ec6b2d,"43,447"
0x02f61fd266da6e8b102d4121f5ce7b992640cf98,"42,021"
0x0c963a1b52eb97c5e457c7d76696f8b95c3087ed,"41,822"
0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50,"40,205"
0x13f1b7fdfbe1fc66676d56483e21b1ecb40b58e2,"39,958"
0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,"39,943"
0x195336ffb6792b8e268d206e985e931e236539d6,"39,831"
0x2565ae0385659badcada1031db704442e1b69982,"39,602"
0x13119e34e140097a507b07a5564bde1bc375d9e6,"39,346"
0x141766882733cafa9033e8707548fdcac908db22,"39,026"
0x0A913beaD80F321E7Ac35285Ee10d9d922659cB7,"38,777"
0x012fd5049a203df08c02fb2e0ed15ceed10d9ed4,"38,484"
0x26ce25148832c04f3d7f26f32478a9fe55197166,"38,237"
0x05d412ce18f24040bb3fa45cf2c69e506586d8e8,"38,062"
0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,"37,996"
0x172e09691dfbbc035e37c73b62095caa16ee2388,"37,241"
0x22de9912cd3d74953b1cd1f250b825133cc2c1b3,"36,412"
0x02557a5e05defeffd4cae6d83ea3d173b272c904,"35,965"
0x02c4c78c462e32cca4a90bc499bf411fb7bc6afb,"35,929"
0x09403fd14510f8196f7879ef514827cd76960b5d,"35,867"
0x24e2b1d415e6e0d04042eaa45dc2a08fc33ca6cd,"35,634"
0x215ce36e90b1b64e6fa2e358305177f8fe5daf25,"35,501"
0x1a0f2ab46ec630f9fd638029027b552afa64b94c,"35,489"
0x139d415b5fd0981fbee78d0fa503168855b34652,"35,480"
0x0f00f1696218eaefa2d2330df3d6d1f94813b38f,"35,308"
0x24700a297960e8477ce3ca6c58b70a7af3410398,"35,033"
0x0946e36C2887025c389EF85Ea5f9150E0BEd4D69,"34,923"
0x0bd57fc1289c2b8e090e5f2f7d972514e6a494fb,"34,492"
0x0d88ed6e74bbfd96b831231638b66c05571e824f,"34,371"
0x12fd19dac0fab61bed5e0f09091b470c452d4d61,"34,305"
0x1d41e18e8ed1ef148547ceade01912e638f464b8,"34,015"
0x24ebfc20bb2e1daadd98d28341ab37d0c154f4cb,"33,819"
0x1d18f44256a27862d886e27191d55ab4029172c1,"33,530"
0x0d262e5dc4a06a0f1c90ce79c7a60c09dfc884e4,"33,223"
0x22d1755515bef4afd277d8acd42adbac49c77d43,"33,137"
0x20aff4833e5D261bB34BC3980d88aD17A3FE90Dc,"33,060"
0x151202c9c18e495656f372281f493eb7698961d5,"32,809"
0x04de23e912cec433eabf3260ecc71cfd1f9d328f,"32,570"
0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,"32,407"
0x000c100050e98c91f9114fa5dd75ce6869bf4f53,"32,390"
0x131aebbfe55bca0c9eaad4ea24d386c5c082dd58,"32,249"
0x1ecb25dffce3cd2824b446e2e7e9d3f48b6f9c90,"32,184"
0x0a97094c19295e320d5121d72139a150021a2702,"32,128"
0x0fb843d37aa2a99db8d81af9fe2f0a6485c7c002,"31,936"
0x1a8f615f0dd39b9de8ad26db89cfa76f7c9d0274,"31,877"
0x263c618480dbe35c300d8d5ecda19bbb986acaed,"30,361"
0x10905cF4A5b11e7aFA064971B60701C71A04D7F3,"29,584"
0x13f11c9905a08ca76e3e853be63d4f0944326c72,"29,574"
0x1ccaa0f2a7210d76e1fdec740d5f323e2e1b1672,"29,565"
0x20910e5b5f087f6439dfcb0dda4e27d1014ac2b8,"29,511"
0x049399a6b048d52971f7d122ae21a1532722285f,"29,295"
0x0c6f5f7d555e7518f6841a79436bd2b1eef03381,"29,143"
0x138a35ee20e40f019e7e7c00386ab2ef42d66d1e,"29,042"
0x1C2349ACBb7f83d07577692c75B6D7654899BF10,"28,800"
0x05d3606d5c81eb9b7b18530995ec9b29da05faba,"28,768"
0x272f022a374fc7e9213b35952e167ea217303e18,"28,608"
0x1460a58096d80a50a2f1f956dda497611fa4f165,"28,529"
0x20945ca1df56d237fd40036d47e866c7dccd2114,"28,330"
0x07aBe965500A49370D331eCD613c7AC47dD6e547,"28,001"
0x00e3ea0019005cba812824d95814d7133ed616b7,"27,882"
0x201fbe9e789d10d893b43ed5aaa5f1b7149f6de8,"27,179"
0x123ab195dd38b1b40510d467a6a359b201af056f,"26,577"
0x2567c677473d110d75a8360c35309e63b1d52429,"26,467"
0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,"26,256"
0x0eb152d2bba8af722d7e296a1f223d819c3bbb1f,"26,194"
0x101f62fb0bd47814c0bcd1e2499909adac5008c0,"26,059"
0x10633216e7e8281e33c86f02bf8e565a635d9770,"25,738"
0x0947b0e6d821378805c9598291385ce7c791a6b2,"25,595"
0x171d750d42d661b62c277a6b486adb82348c3eca,"25,505"
0x0bfa2dff84fba6d6e4f7193b0c58a740e2f1523a,"25,352"
0x076641af1b8f06b7f8c92587156143c109002cbe,"25,299"
0x1edc9ba729ef6fb017ef9c687b1a37d48b6a166c,"25,010"
0x05984006707585f66465e8a6505341f46b64fa7a,"24,967"
0x1bf7fd22709733ccd7c45ab27dd02c7ec8e50078,"24,646"
0x0d97bac371c34fbeccbbe64970453346e4e2bab3,"24,001"
0x1818409ff612a6d574ca979904396bb4b8ea6d51,"23,892"
0x0223fc70574214f65813fe336d870ac47e147fae,"23,854"
0x1e71c74d45ffdf184a91f63b94d6469876aee046,"23,717"
0x0316EB71485b0Ab14103307bf65a021042c6d380,"22,986"
0x185479FB2cAEcbA11227db4186046496D6230243,"22,965"
0x1fc7bd85293f3982f40d52698df8d26be89360d6,"22,961"
0x08e0faff8bb80eaf8c30a99920355028b5bd6789,"22,504"
0x0b4bdc478791897274652dc15ef5c135cae61e60,"22,318"
0x18dd9ae3383de623db1ea37d8da5dde1dc74d356,"22,046"
0x018d7d179350f1bb9853d04982820e37cce13a92,"21,677"
0x2094890017bf0eca1a032eeeccb85b5810f5e52f,"21,536"
0x174b0b72ca036b0b64f190ed83630751195d3362,"21,342"
0x14c926f2290044b647e1bf2072e67b495eff1905,"21,331"
0x1d6c267ede89c6a504db5f7bffdbf5cc72b272d0,"21,195"
0x20bf6672497941bd3e4ec5fd551de5c31e0a898a,"21,023"
0x1e143b2588705dfea63a17f2032ca123df995ce0,"20,779"
0x0ce0f2b998c0a1b0280dcc95935108781d18e65b,"20,681"
0x163c2916188a6df1d543de51a85558d7e1d0d2bb,"20,661"
0x0778cc2e8bbad3d483e82371606d100cc8604522,"20,568"
0x1864ce27e9f7517047933caae530674e8c70b8a7,"20,318"
0x0f1ed66c251bcb52ecf7e67ac64bb72482048adb,"20,304"
0x0ecdd783dc7bf820614044b51862ed29714d2ba5,"20,300"
0x0000000fdf9eb269b38e39e058f45d7d0ddb60f9,"20,155"
0x13e9ec660d872f55405d70e5c52d872136f0970c,"20,107"
0x1e2fbe6be9eb39fc894d38be976111f332172d83,"19,902"
0x0f7ad5648d05e2f191abb338ddd416f7aa7e95e2,"19,565"
0x186a33d4dbcd700086a26188dcb74e69be463665,"19,303"
0x21f15966e07a10554c364b988e91dab01d32794a,"19,200"
0x0e12bcbd1300f3e04205ad947fe154f7118e467b,"19,016"
0x147b51d82a6038607895e11c4191431335b257e3,"18,966"
0x19E1d193A448bD13097EFC2aea867468726e67c5,"18,509"
0x23ccc43365d9dd3882eab88f43d515208f832430,"18,228"
0x0ee1f2567e9b90ba36905e8be842ab728f166a02,"18,135"
0x1b957dc4aefeed3b4a2351a6a6d5cbfbba0cecfa,"17,978"
0x254f91949d4f57b22392ba0278069cf5a9105f05,"17,919"
0x13cb49bfbb653795c69846b0c139ad3ef8dcec47,"17,829"
0x0235fe624e044a05eed7a43e16e3083bc8a4287a,"17,642"
0x165cff19221424adb30e5daf6319a69890a19183,"17,601"
0x1f88b2ef9ea3b29c90f559e645fc8cc2dc6f5b27,"17,537"
0x20bd491fee75b6af6c2100c83b83312d620f2958,"17,505"
0x1d91b86e5c7b5e85a61eaaea9762958747712826,"17,484"
0x25fdf7f507d6124377e48409713292022d9fb69e,"17,453"
0x1e26b3d07e57f453cae30f7ddd2f945f5bf3ef33,"17,332"
0x0ae1c8251ca78508f0c7458bd4067d4423bd1e0a,"16,923"
0x26aaD4D82f6c9FA6E34D8c1067429C986A055872,"16,716"
0x088dfd01e4e279d9b9b89690dc1682c89fee1dcb,"16,640"
0x015a06a433353f8db634df4eddf0c109882a15ab,"16,526"
0x08389495d7456e1951ddf7c3a1314a4bfb646d8b,"16,526"
0x02725836ebf3ecdb1cdf1c7b02fcbbfaa2736af8,"16,399"
0x0c31f4ac8f7d6958e9226b4faf5dd7f235b9d552,"16,350"
0x22314b3d1375548c969eaae65e43203b51f9e9e9,"16,175"
0x1929f0c2366b650b6d71a6a144fc760d8ac2b3eb,"15,916"
0x09fe5f0236f0ea5d930197dce254d77b04128075,"15,867"
0x222222de1914c2b303504e3b035cf46b11fcfc6c,"15,465"
0x1369dc10c8a15f81ebfa3f589f293db1b9e81212,"15,343"
0x01b23286ff60a543ec29366ae8d6b6274ca20541,"14,959"
0x0b4c2708f052dca413600e237675e4d6778a9375,"14,745"
0x07a58629aaf3e1a0d07d8f43114b76bd5eee3b91,"14,644"
0x0f1e2e5eacfebec3ce686554fbdbb67df00f7f00,"14,638"
0x0bef619cf38cf0c22967289b8419720fbd1db9f7,"14,309"
0x1f4215fe007ee5b170391241656a28a8bd13826e,"14,057"
0x2604fa406be957e542beb89e6754fcde6815e83f,"13,965"
0x14cc8dfaf2258e1b8b2869300dba1b734dc0fe43,"13,964"
0x04423d360b5f2a65266a150ac109534c47830e66,"13,885"
0x0228528581c01a303d59d8cf6b72bd5a5d219458,"13,747"
0x1cf4592ebffd730c7dc92c1bdffdfc3b9efcf29a,"13,625"
0x093e5c256ff8b32c7f1377f4c20e331674c77f00,"13,576"
0x197e6bca6bc2f488ec760a6ce46b1399cd2954b0,"13,574"
0x0142c3b2fc51819b5af5dfc4aa52df9722790851,"13,440"
0x1Aa61c196E76805fcBe394eA00e4fFCEd24FC469,"13,256"
0x07eb8cb8aedb581a2d73cc29f6c7860226808ca2,"13,210"
0x106aa49295b525fcf959aa75ec3f7dcbf5352f1c,"13,191"
0x0b84edecb764299ca228e75bbcadd6ebfee91d4e,"13,178"
0x0abefb7611cb3a01ea3fad85f33c3c934f8e2cf4,"13,172"
0x2167fb82309cf76513e83b25123f8b0559d6b48f,"13,144"
0x1063ce524265d5a3a624f4914acd573dd89ce988,"13,141"
0x1a0c31837edb132a9312841b9527e6307db13509,"13,083"
0x0e5632feb2c2619dba9c7e2dc5a7ed3fd14969da,"13,078"
0x17f8afb63dfcdcc90ebe6e84f060cc306a98257d,"12,876"
0x1c95b093d6c236d3ef7c796fe33f9cc6b8606714,"12,690"
0x05e7039c7afd77157845d9a4f1750b8ca93ec378,"12,675"
0x24dcc881e7dd730546834452f21872d5cb4b5293,"12,622"
0x0a9a88059c8d54af3d466020af987e98d4024219,"12,603"
0x0601ec5350b48fe2c3f421ea42915d16df108d27,"12,584"
0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907,"12,571"
0x001575786dfa7b9d9d1324ec308785738f80a951,"12,380"
0x0f612a09ead55bb81b6534e80ed5a21bf0a27b16,"12,358"
0x17ac4cC32696987CEa1737343188716b1D827E7B,"12,286"
0x1c48f86ae57291f7686349f12601910bd8d470bb,"12,269"
0x0954906da0Bf32d5479e25f46056d22f08464cab,"12,240"
0x1bdf56c9593590122fd8750555d8148da2b80be8,"12,222"
0x06A7689149cf04DacFDE555d1e1EAD7dD7370316,"12,147"
0x11613b1f840bb5A40F8866d857e24DA126B79D73,"12,139"
0x0371a82e4a9d0a4312f3ee2ac9c6958512891372,"12,138"
0x139d9397274bb9e2c29a9aa8aa0b5874d30d62e3,"12,054"
0x054f76beed60ab6dbeb23502178c52d6c5debe40,"11,950"
0x0f90ef4e2526e3d1791862574f9fb26a0f39ec86,"11,931"
0x193408ca0576b73156ed42a2ea7d6fd3f6507162,"11,924"
0x04e9b27dc521158035764e96917813093bc2f748,"11,850"
0x1f35a281036be57e64e7e7a2a556b4f888a1b829,"11,839"
0x056dd20b01799e9c1952c7c9a5ff4409a6110085,"11,834"
0x056ac97cd9dee69660964278d6c689135e9780bc,"11,743"
0x26eb39228eb4bb98c84ad821bb51464121b2276d,"11,604"
0x0eee3715d385ecefc6afd9fbf30ddee725be3de1,"11,557"
0x02f2d4a04e6e01ace88bd2cd632875543b2ef577,"11,429"
0x198cb860bf0cbe4fdd2e19d2ba43aa46fc8a83c0,"11,291"
0x16de59092dae5ccf4a1e6439d611fd0653f0bd01,"11,282"
0x1d37986f252d0e349522ea6c3b98cb935495e63e,"11,252"
0x24da016c06941ec2c92be28e0a2b2e679f0d1dc7,"11,203"
0x07eefa3789a3298bf62f0427f07bcd1127322424,"11,184"
0x13791a28814a31a703ad1ab724d768b3e030252c,"11,058"
0x0eeb66edff8ccfd85c2181eff81d8275a3b92b8b,"11,048"
0x0af44e2784637218dd1d32a322d44e603a8f0c6a,"11,026"
0x13c1542a468319688b89e323fe9a3be3a90ebb27,"10,894"
0x23b75bc7aaf28e2d6628c3f424b3882f8f072a3c,"10,864"
0x1da015ea4ad2d3e5586e54b9fb0682ca3ca8a17a,"10,863"
0x0835ecd15ddf08d4786304d71b4672dc5c40f011,"10,745"
0x0c28bf52d0d4d9447e86d7e7f0e317f273d3c9a3,"10,704"
0x0cbc9b02b8628ae08688b5cc8134dc09e36c443b,"10,692"
0x12fb5d5802c3b284761d76c3e723ea913877afba,"10,690"
0x001f0aa5da15585e5b2305dbab2bac425ea71007,"10,526"
0x00d1793d7c3aae506257ba985b34c76aaf642557,"10,443"
0x1ed7ae1f0e2fa4276dd7ddc786334a3df81d50c0,"10,443"
0x1c289a12a8552b314d0d153d6991fd27a54aa640,"10,403"
0x1da022710df5002339274aadee8d58218e9d6ab5,"10,397"
0x0df721639ca2f7ff0e1f618b918a65ffb199ac4e,"10,378"
0x054c64741dbafdc19784505494029823d89c3b13,"10,353"
0x2467aa6b5a2351416fd4c3def8462d841feeecec,"10,282"
0x170c9d5638a504a271912a374a27c85a88ed2be9,"10,213"
0x1966d718a565566e8e202792658d7b5ff4ece469,"10,188"
0x1f331e900341ba6711f13c208f508bb305da4d0b,"10,110"
0x0f7feaeeb7872bfeb39da593f60c2a3b65d16e93,"10,068"
0x1dd80016e3d4ae146ee2ebb484e8edd92dacc4ce,"10,025"
0x0f4ca92660efad97a9a70cb0fe969c755439772c,"10,003"
0x09115c388da7e23c7884a8625a6a4dafac9b8706,"9,892"
0x0198f46f520f33cd4329bd4be380a25a90536cd5,"9,859"
0x2396fbc0e2e3ae4b7206ebdb5706e2a5920349cb,"9,854"
0x23b39c212ce3a5f6933fbdcfda9eda3e5160b3a5,"9,846"
0x0550581783f8f11a8cf627ce87af36b4d92f3f33,"9,831"
0x13cb85823f78cff38f0b0e90d3e975b8cb3aad64,"9,808"
0x05079687d35b93538cbd59fe5596380cae9054a9,"9,779"
0x05215fce25902366480696f38c3093e31dbce69a,"9,777"
0x13339fd07934cd674269726edf3b5ccee9dd93de,"9,728"
0x1b980e05943de3db3a459c72325338d327b6f5a9,"9,707"
0x02585e4a14da274d02df09b222d4606b10a4e940,"9,577"
0x05aaaa829afa407d83315cded1d45eb16025910c,"9,548"
0x21f4da2a2c925f7105ba189438c9f429f371cf21,"9,502"
0x1367d4a67c1719b58c7e05df8768226fa768279a,"9,424"
0x0efaB66d0C050519c734bC8B7034Ed68cb0F9323,"9,418"
0x0f9cb53Ebe405d49A0bbdBD291A65Ff571bC83e1,"9,156"
0x14839bf22810f09fb163af69bd21bd5476f445cd,"9,090"
0x04797c1ae852a31665d8e512ddae33e6044ef39d,"9,078"
0x0074d43246adc737101eca26bc8681c481d10ae8,"9,000"
0x05007434b72a5e99348186f45fcd3660917da683,"8,910"
0x12d102f06da35cc0111eb58017fd2cd28537d0e1,"8,846"
0x0c93b616933b0cd03b201b29cd8a22681dd9e0d9,"8,803"
0x0bc61dded5f6710c637cf8288eb6058766ce1921,"8,750"
0x1e2f058c43ac8965938f6e9ca286685a3e63f24e,"8,608"
0x17db86b8a8a53476236a41fd9511b0a67622013f,"8,605"
0x0ab2c9e20aa31fd3a3728a86f2526cca06a2b76d,"8,534"
0x033e52f513f9b98e129381c6708f9faa2dee5db5,"8,458"
0x221535cbced4c264e53373d81b73c29d010832a5,"8,434"
0x026e62dded1a6ad07d93d39f96b9eabd59665e0d,"8,373"
0x01bbec6573ed7eca0f307a10d2b4ceb669816b4a,"8,356"
0x003f79d7be15dc1ad90ce00e6ea68f335e2b789b,"8,351"
0x12795d1331b2f9a4c789203efc5987030854ad55,"8,289"
0x1b002cd1ba79dfad65e8abfbb3a97826e4960fe5,"8,216"
0x14007c545e6664c8370f27fa6b99dc830e6510a6,"8,212"
0x03452e69ffcd9c45ca34ff4d9ba2209d38a8d56a,"8,148"
0x1f2910b0d423bbc4271af083b17fb2837f215c36,"8,119"
0x1f88cac675a37b649646860746f25f58e21b99f2,"8,051"
0x182d4990bb0ff595b308b3efcb93313abad575e7,"8,044"
0x245ef47d4d0505ecf3ac463f4d81f41ade8f1fd1,"8,036"
0x05086b34c8cf1531cd4d2af7bfbf3d39f5b2477f,"8,033"
0x268b7976e94e84a48bf8b2b57ba34b59ed836a74,"7,974"
0x1B42d76E90E81dfAbF734a094f1A6241C5276Af8,"7,957"
0x15bda08c3afbf5955d6e9b235fd55a1fd0dbc829,"7,912"
0x00d46727c2E4A6E358A8c0D638137a3d91B19BE6,"7,888"
0x2042120c6fd5d4ea564460632cece6572727a8f3,"7,815"
0x0de197dc289d680e734ccab866d529505b2638db,"7,813"
0x1563D521ba309e2Ad9f4aFfD6f4dE9759E8d4F21,"7,777"
0x26cf82e4ae43d31ea51e72b663d26e26a75af729,"7,655"
0x25fa978ea1a7dc9bdc33a2959b9053eae57169b5,"7,640"
0x1e4e36b3f011d862fd70006804da8fcefe89d3d8,"7,606"
0x10c71515602429c19d53011ea7040b87a4894838,"7,598"
0x17280da053596e097604839c61a2ef5efb7d493f,"7,545"
0x185f2a8775822e124aff8aa9f1de4a142c85a381,"7,497"
0x26cb3641aaa43911f1d4cb2ce544eb652aac7c47,"7,451"
0x1276aa1f8a8ca249420cbe30ec20d5127c1c2b3b,"7,449"
0x0f02e27745e3b6e9e1310d19469e2b5d7b5ec99a,"7,415"
0x14903ad104da65729b99bbd64c47fb7d75f8548a,"7,411"
0x022c635044ba01ced1e098bc32e62a954147f2de,"7,390"
0x1d8e5dcf365864fcda8ab39d1f60d66ee2b82770,"7,377"
