0x6947c40ba3fa0e0b2689ea3983e57b746d4568a1,64
0x59cEfc21085EbDFFcacfDb1149B99228bec85De3,1
0x5a4ade4f3e934a0885f42884f7077261c3f4f66f,830
0x6422665474ff39b0cfce217587123521c56cf33d,17
0x56f7c2a441ccac31bd9e2ee232677d9265be390f,22
0x700a04517ecd43fc41cf59504c0313984f6bd323,2
0x6bdf5c34253417f1d1210a22e099a7a71f97efe0,885
0x651080f3e16f9b41c1c08014e5977a50c2fbc6d5,7
0x5543236af8a85352909c93c1ab9f2dd97570e027,3
0x5ffa69e5df1c0a24c58ee8789e3acffd6f8a6511,39
0x4e90df33e42235e838101d43fb8e5540103b6968,1
0x65d05ce21cf51307e548d00b08fba6115d62c00d,2
0x6d16320a572cbc866fb1e02c07feb8effef95947,7
0x5340b3893c8bab2adce3cb0deba09a369c6b69d4,459
0x57463c652ed95146937e94f02201f127bf7e9836,5
0x67fe8dbf5ed0aa9d7a127e5e061d715a1eff3712,"7,171"
0x610740af3f25b72892ba21b98bfb8595f2cde386,"2,684"
0x5cabd4e9491bb1af834ad80b9e5efbf825260c9f,2
0x518888b328d61d09a92d01d462031f4cf8c550df,3
0x4ebe6115b63566751422ebb92b3f964f546b264c,2
0x6de564c6358868fb68ca80540840dbdce782022f,14
0x6cf9af470571026bafc48d5dd23b0521e9595394,80
0x7437c74eec06b7ff9a03f6afd87ab61a72cc8ed0,125
0x63c7ec5620616c5016bebfccf0f022ee81176a6c,2
0x5e53247b147d57faf9825dabe6e06ae90bd70ba9,2
0x5c58ab771909738b8fd4b4cb7d9f8df2b9272239,6
0x59edd9c93576bb0b09996c7da47a62e917c6caa9,6
0x5592a2704ba651f8af4cb6f330415f9877483ad2,14
0x5951614bb6d8ccbe9c25a59bd85ae5f3eab06235,8
0x546f5277ebdb432f055223c04345479d1ea0e400,8
0x5d1f5a28f3e6bee839d2ef239771ebb53e1310d9,32
0x4fd2d9d6ef05e13bf0b167509151a4ec3d4d4b93,"9,448"
0x6d9aeea69207b186e67e24cc8ae05fe3ed1e0fbb,2
0x5f417a0498881cc8a0fb8b73f9bb8f7cfa134655,5
0x6e8ecdf50e430a693f2fe17043be7dc97745a029,"1,126"
0x6011eaa54b5cf8671ae02f6f51c3fff7bc266cdb,11
0x631705e315f95035381325d5c1ddfab7ee03ef75,2
0x5ff1e4c124b6b0c9a41cf41d261b3cb9fd84c80d,7
0x67c7e2d8a2cccc111018b2afa8bb8f361f6a85e8,4
0x614dc26e5add37ce2b885df7d2e1875ef2b351b0,2
0x6ccc23875503c5a1cd901b3006bdb5eb84c17433,"8,805"
0x56dd00a25e400498bf9510851c44836219b5cfc9,11
0x542486d7ae386860d9b659a557d614839689d053,2
0x5A99Fa495c894441180113515AAB3B80CE79e491,8
0x59188db207d7a173a4e56400b0f880dd5ac34f60,1
0x60b682ff8650a823436e5600a344af4a0ad5c3d1,1
0x5169dbf8c7f02de1083b05d4018ef488f9c37222,61
0x67e1455bf88be3797e07a7575685f75f1fbc7a46,2
0x650734bfd0465b7c6cd2932ea555e721308fd0b3,24
0x73fe1d0c5909a83beaf278cfbfe008c25650c327,38
0x56f4706f4d9b11c726a26ec1216be02f5abd6ded,2
0x5c5abd9c0f1c9b7305334944f47caa4b32703eef,358
0x54a90505845502afb04b4fc6791a4dd9798518fe,2
0x56e7f2cd7d5382506aab084a67d70e603cdb23f7,25
0x54655e817e62755c4ec167c06851391a4fd2e4b5,38
0x6119e1f7696220af11120879e04d9f782e393373,436
0x73c2ec5742bba570de12d890797ec19117405e5e,355
0x58c308b4298e605f0c9087238fc15a8fa5bd62ad,8
0x500f8b1ed860f37a3124994608cec1fef481ab8a,7
0x68fcc99a8cf6dee27dcbbf5ce8ab15f24c706da4,4
0x6781D2C54D5b97BafAa862b69A18A2f338BC81d7,401
0x5405b4f1ad67acd90f4c02290c028072997e3154,3
0x74292b83aacd7f57cee1d5f98270efa1e612b6e1,138
0x5c6a2ece543d3038f98cea1a2a5f0759fbceb8b1,118
0x61ef751ff74735b12afb815dae8308c609ac4f46,1
0x6ae5b27e4423e4ac41c310f7168d1de284d4de1b,15
0x612f2350cec28febc57d0cbaf1670ed77b1847e2,"2,059"
0x62e08330da4b579cfff7cf0d45046e8a65d59557,1
0x657a55545B25Ae87c520B68f29ce266C4567Cd3c,1
0x5192014a024886f6cb3f1ae7af0bd4779c2e29fa,2
0x67c5dd527f75008968370570fbc4f8c057b5d736,"3,231"
0x71d88d9a24125b61e580bb73d7c0b20f0e29902f,81
0x743b42c2a689211c568031d31965ec64d1220c29,15
0x51b6afea8d663bdd8bb88a55f31996f3c62524de,16
0x734a8329c2b99bcb4c32091a4ca7df7126a14d6a,2
0x7199c542a62987d72a2c035530243cf1fe722208,7
0x65b443c59748fdb386e6525ca77b2480f5c645d5,2
0x596c0072d9ee70f1abd70780745bd410f5ee28b1,2
0x503bd876320c62c3087245266843fd8c9001c7b5,5
0x6ccf85113533cda4c862d28a0d79b3afb5062ede,2
0x56609c7dcb32cbedf7c5896cbb29b227bf4ec6a1,43
0x6a0d52e162fa1994f25fef0cdc0a3c52efad3e6d,240
0x4efd3bf84f40eda370e52df162eccc394cfc8834,8
